Property ID,BHK,Bathrooms,Area,Furnished Status,Lawn,Lift,Swimming Pool,Gym,Car Parking,Fresh Water Supply,Regular Electricity,Price,Price per sq. ft.
PROP-9262,3,4,1938,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,21765678,11231
PROP-9263,2,2,1078,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,7686140,7130
PROP-9264,2,2,930,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,9805920,10544
PROP-9265,3,4,2481,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,17699454,7134
PROP-9266,3,3,2479,Semi-Furnished,Yes,No,No,Yes,Open,No,Yes,25169287,10153
PROP-9267,4,4,3447,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,35128377,10191
PROP-9268,1,2,550,Semi-Furnished,No,No,Yes,Yes,,Yes,Yes,6449300,11726
PROP-9269,3,4,1994,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,19760540,9910
PROP-9270,2,2,1050,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,13561800,12916
PROP-9271,3,4,1715,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,21852530,12742
PROP-9272,2,3,1065,Fully Furnished,Yes,No,No,No,Covered,Yes,Yes,13283745,12473
PROP-9273,2,2,1413,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,17053497,12069
PROP-9274,4,4,3284,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,42754396,13019
PROP-9275,5,5,9833,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,107002706,10882
PROP-9276,5,5,6905,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,70078845,10149
PROP-9277,2,2,1144,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,9473464,8281
PROP-9278,5,5,5608,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,62164680,11085
PROP-9279,3,3,1759,Unfurnished,No,Yes,No,No,Covered,No,Yes,17185430,9770
PROP-9280,1,2,845,Semi-Furnished,No,Yes,Yes,Yes,,Yes,Yes,7574580,8964
PROP-9281,1,2,580,Unfurnished,Yes,No,Yes,Yes,Open,Yes,Yes,7359620,12689
PROP-9282,5,5,6424,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,65878120,10255
PROP-9283,2,2,1304,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,9195808,7052
PROP-9284,2,3,1176,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,8883504,7554
PROP-9285,3,4,2304,Unfurnished,No,No,No,No,Covered,Yes,Yes,25007616,10854
PROP-9286,3,4,2553,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,32114187,12579
PROP-9287,4,5,4616,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,62251376,13486
PROP-9288,2,3,1187,Unfurnished,No,No,No,No,Covered,Yes,Yes,12293759,10357
PROP-9289,3,3,2421,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,25033140,10340
PROP-9290,5,6,6170,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,74718700,12110
PROP-9291,2,2,1006,Fully Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,11502604,11434
PROP-9292,3,4,1872,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,19502496,10418
PROP-9293,5,5,8143,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,84418481,10367
PROP-9294,2,3,1238,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,13443442,10859
PROP-9295,4,4,4767,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,61894728,12984
PROP-9296,4,5,4427,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,43982245,9935
PROP-9297,3,4,1627,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,No,11836425,7275
PROP-9298,3,3,2512,Semi-Furnished,No,Yes,No,No,Covered,Yes,No,20276864,8072
PROP-9299,3,4,2132,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,16593356,7783
PROP-9300,2,3,1169,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,12813409,10961
PROP-9301,5,5,7044,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,77455824,10996
PROP-9302,4,4,2997,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,34438527,11491
PROP-9303,2,2,1208,Unfurnished,No,Yes,No,No,Open,Yes,Yes,8714512,7214
PROP-9304,2,2,949,Fully Furnished,Yes,No,Yes,Yes,Covered,Yes,Yes,13556465,14285
PROP-9305,5,5,9226,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,108959060,11810
PROP-9306,3,4,2062,Fully Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,19966346,9683
PROP-9307,5,6,7173,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,84454902,11774
PROP-9308,3,4,1718,Unfurnished,No,Yes,Yes,Yes,Covered,No,Yes,13972494,8133
PROP-9309,3,4,2062,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,18417784,8932
PROP-9310,2,2,1347,Unfurnished,Yes,No,No,No,Covered,Yes,Yes,12408564,9212
PROP-9311,3,3,2478,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,28063350,11325
PROP-9312,2,3,1134,Fully Furnished,No,No,No,Yes,Covered,Yes,Yes,14372316,12674
PROP-9313,2,3,986,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,10694156,10846
PROP-9314,3,4,1687,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,19810441,11743
PROP-9315,2,3,1143,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,No,12983337,11359
PROP-9316,3,4,2561,Unfurnished,No,Yes,No,No,Open,Yes,Yes,22964487,8967
PROP-9317,2,2,1133,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,7895877,6969
PROP-9318,4,5,3114,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,29430414,9451
PROP-9319,3,4,1750,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,16094750,9197
PROP-9320,2,3,1081,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,10564613,9773
PROP-9321,3,3,2243,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,22288691,9937
PROP-9322,3,4,2215,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,18280395,8253
PROP-9323,3,3,2039,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,14450393,7087
PROP-9324,2,2,1325,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,11462575,8651
PROP-9325,3,4,1847,Fully Furnished,No,No,No,No,Covered,Yes,Yes,22500154,12182
PROP-9326,3,3,2589,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,No,24455694,9446
PROP-9327,2,2,1166,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,13007896,11156
PROP-9328,2,3,1023,Unfurnished,No,Yes,No,No,Open,Yes,Yes,7407543,7241
PROP-9329,3,3,2420,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,25606020,10581
PROP-9330,1,1,538,Unfurnished,Yes,Yes,No,Yes,,Yes,Yes,5363860,9970
PROP-9331,2,2,1216,Unfurnished,Yes,Yes,Yes,Yes,Open,No,Yes,15005440,12340
PROP-9332,2,3,1030,Semi-Furnished,No,Yes,No,No,Covered,No,Yes,8284290,8043
PROP-9333,3,4,2249,Semi-Furnished,Yes,Yes,No,Yes,Open,No,Yes,24999884,11116
PROP-9334,4,4,4149,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,42083307,10143
PROP-9335,1,1,707,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,7509047,10621
PROP-9336,2,2,1211,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,14234094,11754
PROP-9337,1,2,800,Semi-Furnished,No,Yes,No,No,,No,Yes,7567200,9459
PROP-9338,2,2,1102,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,13006906,11803
PROP-9339,3,3,2251,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,23041236,10236
PROP-9340,4,5,4430,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,46116300,10410
PROP-9341,4,4,4869,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,50467185,10365
PROP-9342,3,3,2397,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,19480419,8127
PROP-9343,3,3,1824,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,16952256,9294
PROP-9344,4,4,4048,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,52300160,12920
PROP-9345,3,3,2388,Semi-Furnished,Yes,Yes,No,No,Open,Yes,Yes,18812664,7878
PROP-9346,3,3,1735,Fully Furnished,No,Yes,No,No,Covered,Yes,No,13432370,7742
PROP-9347,2,3,1019,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,10273558,10082
PROP-9348,3,3,2559,Fully Furnished,Yes,No,Yes,Yes,Open,Yes,Yes,29321022,11458
PROP-9349,3,3,1686,Unfurnished,Yes,No,No,Yes,Covered,Yes,No,12547212,7442
PROP-9350,5,6,9135,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,122810940,13444
PROP-9351,3,3,1756,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,19389752,11042
PROP-9352,3,4,2083,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,21244517,10199
PROP-9353,2,2,1445,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,10080320,6976
PROP-9354,4,5,3187,Unfurnished,Yes,No,No,No,Private Garage,Yes,Yes,41931359,13157
PROP-9355,4,4,2933,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,42123746,14362
PROP-9356,2,3,1378,Fully Furnished,Yes,Yes,No,No,Covered,No,No,12425426,9017
PROP-9357,3,3,2077,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,22207284,10692
PROP-9358,4,5,2932,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,44795096,15278
PROP-9359,1,2,505,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,4461170,8834
PROP-9360,2,3,988,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,9894820,10015
PROP-9361,1,2,739,Semi-Furnished,No,Yes,No,No,,Yes,Yes,8086138,10942
PROP-9362,3,3,2508,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,19013148,7581
PROP-9363,4,4,4068,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,46574532,11449
PROP-9364,2,2,1099,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,7768831,7069
PROP-9365,2,2,1148,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,12811680,11160
PROP-9366,2,2,1007,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,12024587,11941
PROP-9367,1,2,810,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,9182160,11336
PROP-9368,2,2,934,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,7477604,8006
PROP-9369,2,2,1393,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,14620928,10496
PROP-9370,2,2,1376,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,13941632,10132
PROP-9371,2,2,1081,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,9887907,9147
PROP-9372,2,2,949,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,12528698,13202
PROP-9373,4,4,4210,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,40386530,9593
PROP-9374,3,3,1568,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,19841472,12654
PROP-9375,2,3,1396,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,15336456,10986
PROP-9376,2,3,1111,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,9597929,8639
PROP-9377,2,3,1245,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,11280945,9061
PROP-9378,5,5,6690,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,88227720,13188
PROP-9379,5,6,9290,Fully Furnished,Yes,Yes,No,No,Private Garage,No,No,78974290,8501
PROP-9380,2,2,1185,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,8894610,7506
PROP-9381,4,5,3949,Unfurnished,Yes,Yes,No,Yes,Covered,No,Yes,44659241,11309
PROP-9382,2,3,1156,Fully Furnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,14226892,12307
PROP-9383,3,3,2039,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,21688843,10637
PROP-9384,2,2,1234,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,13760334,11151
PROP-9385,3,3,2581,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,24746628,9588
PROP-9386,3,4,2385,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,22483395,9427
PROP-9387,1,2,635,Fully Furnished,No,Yes,No,No,Open,Yes,No,5662930,8918
PROP-9388,2,3,1149,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,13341039,11611
PROP-9389,4,5,3649,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,45991996,12604
PROP-9390,3,3,2437,Unfurnished,No,Yes,Yes,Yes,Open,No,Yes,19252300,7900
PROP-9391,3,3,2345,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,25494840,10872
PROP-9392,4,5,3988,Unfurnished,Yes,Yes,No,No,Covered,Yes,No,29642804,7433
PROP-9393,4,5,3226,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,34382708,10658
PROP-9394,3,3,1924,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,16607968,8632
PROP-9395,3,3,1766,Fully Furnished,No,Yes,No,Yes,Covered,No,Yes,22375220,12670
PROP-9396,3,4,2513,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,22998976,9152
PROP-9397,4,4,3598,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,32831750,9125
PROP-9398,3,3,2317,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,No,23137562,9986
PROP-9399,3,4,2245,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,22277135,9923
PROP-9400,2,2,1074,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,9851802,9173
PROP-9401,3,3,1697,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,17334855,10215
PROP-9402,3,4,1873,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,14259149,7613
PROP-9403,2,2,964,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,10018852,10393
PROP-9404,1,1,699,Semi-Furnished,No,Yes,No,Yes,,Yes,No,4473600,6400
PROP-9405,3,4,2076,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,18611340,8965
PROP-9406,2,3,1320,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,15735720,11921
PROP-9407,2,3,958,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,7209908,7526
PROP-9408,5,5,6895,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,68108810,9878
PROP-9409,3,3,2542,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,31116622,12241
PROP-9410,2,2,1398,Unfurnished,No,Yes,No,No,Open,Yes,Yes,13595550,9725
PROP-9411,2,3,1199,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,12714196,10604
PROP-9412,3,4,1821,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,18315618,10058
PROP-9413,3,4,2222,Semi-Furnished,No,Yes,No,No,Open,Yes,No,13947494,6277
PROP-9414,3,4,1952,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,17566048,8999
PROP-9415,3,3,1870,Fully Furnished,No,No,Yes,Yes,Covered,Yes,Yes,20697160,11068
PROP-9416,3,4,2363,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,20976351,8877
PROP-9417,3,4,1722,Semi-Furnished,No,Yes,No,Yes,Covered,No,Yes,14898744,8652
PROP-9418,3,3,2498,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,24945028,9986
PROP-9419,4,5,4177,Fully Furnished,Yes,Yes,No,No,Covered,Yes,No,39071658,9354
PROP-9420,1,1,655,Fully Furnished,No,Yes,Yes,Yes,,Yes,Yes,6220535,9497
PROP-9421,3,3,2192,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,18088384,8252
PROP-9422,4,4,4873,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,No,45177583,9271
PROP-9423,2,2,1137,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,12890169,11337
PROP-9424,3,3,1847,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,15446461,8363
PROP-9425,2,2,1446,Fully Furnished,No,Yes,Yes,Yes,Covered,No,Yes,13463706,9311
PROP-9426,3,4,2262,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,22522734,9957
PROP-9427,3,3,1803,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,18554673,10291
PROP-9428,3,3,1745,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,19067615,10927
PROP-9429,3,4,1801,Unfurnished,No,Yes,No,No,Covered,No,Yes,20338693,11293
PROP-9430,3,4,2580,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,24308760,9422
PROP-9431,4,5,4767,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,No,53867100,11300
PROP-9432,3,3,2048,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,23560192,11504
PROP-9433,3,3,2430,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,28175850,11595
PROP-9434,2,3,920,Semi-Furnished,Yes,No,No,No,Open,Yes,Yes,7741800,8415
PROP-9435,3,4,2562,Semi-Furnished,No,Yes,No,No,Covered,No,Yes,20086080,7840
PROP-9436,3,4,2217,Unfurnished,No,Yes,Yes,Yes,Open,No,Yes,21746553,9809
PROP-9437,2,2,1003,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,7701034,7678
PROP-9438,3,4,1697,Semi-Furnished,No,No,No,Yes,Covered,Yes,Yes,13632001,8033
PROP-9439,2,3,1189,Semi-Furnished,No,No,No,No,Open,Yes,Yes,11534489,9701
PROP-9440,3,4,2268,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,20080872,8854
PROP-9441,1,2,844,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,9668864,11456
PROP-9442,2,2,1184,Unfurnished,No,Yes,No,No,Open,Yes,Yes,9312160,7865
PROP-9443,5,5,9058,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,98070966,10827
PROP-9444,3,4,2007,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,19510047,9721
PROP-9445,4,5,3251,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,29805168,9168
PROP-9446,2,2,1282,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,14709668,11474
PROP-9447,3,3,2201,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,22982842,10442
PROP-9448,3,4,1728,Semi-Furnished,No,No,No,No,Open,No,Yes,17950464,10388
PROP-9449,4,5,4170,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,49364460,11838
PROP-9450,3,4,1685,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,19965565,11849
PROP-9451,2,3,1227,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,13108041,10683
PROP-9452,1,1,498,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,6416232,12884
PROP-9453,2,2,1157,Unfurnished,No,Yes,No,No,Open,Yes,Yes,8807084,7612
PROP-9454,4,4,4796,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,57552000,12000
PROP-9455,4,4,4880,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,57505920,11784
PROP-9456,5,5,6420,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,No,70587900,10995
PROP-9457,5,5,9039,Fully Furnished,Yes,Yes,No,No,Covered,Yes,No,96409974,10666
PROP-9458,3,3,2406,Unfurnished,No,No,Yes,Yes,Covered,Yes,Yes,27837420,11570
PROP-9459,4,4,3390,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,42537720,12548
PROP-9460,4,5,3895,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,42506135,10913
PROP-9461,4,5,3408,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,45728544,13418
PROP-9462,5,6,6482,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,67659116,10438
PROP-9463,5,5,5969,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,67551173,11317
PROP-9464,2,2,1047,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,8258736,7888
PROP-9465,3,4,2105,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,22485610,10682
PROP-9466,4,4,4287,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,43341570,10110
PROP-9467,2,2,1430,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,16402100,11470
PROP-9468,5,6,6908,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,70896804,10263
PROP-9469,5,5,6837,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,69087885,10105
PROP-9470,3,3,2255,Semi-Furnished,No,Yes,No,No,Open,No,Yes,24151050,10710
PROP-9471,1,1,704,Unfurnished,No,Yes,Yes,Yes,,Yes,Yes,7438464,10566
PROP-9472,3,3,2097,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,20804337,9921
PROP-9473,3,4,1994,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,23407566,11739
PROP-9474,4,4,4538,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,40383662,8899
PROP-9475,1,1,601,Unfurnished,No,Yes,Yes,Yes,,Yes,Yes,4865095,8095
PROP-9476,3,3,2524,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,No,19412084,7691
PROP-9477,2,2,1032,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,10284912,9966
PROP-9478,3,4,1887,Unfurnished,No,Yes,No,Yes,Covered,Yes,No,16111206,8538
PROP-9479,5,6,8600,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,90678400,10544
PROP-9480,4,5,3968,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,52456960,13220
PROP-9481,4,5,4744,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,58873040,12410
PROP-9482,2,3,955,Unfurnished,No,No,No,Yes,Covered,Yes,Yes,8952170,9374
PROP-9483,3,3,2476,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,21892792,8842
PROP-9484,4,4,4133,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,42321920,10240
PROP-9485,3,4,2447,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,26897424,10992
PROP-9486,3,4,1952,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,23437664,12007
PROP-9487,3,3,1864,Unfurnished,Yes,Yes,No,Yes,Open,Yes,Yes,21870312,11733
PROP-9488,4,4,3036,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,33623700,11075
PROP-9489,4,4,2975,Fully Furnished,Yes,Yes,No,No,Covered,Yes,No,34176800,11488
PROP-9490,1,1,773,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,7575400,9800
PROP-9491,4,4,4414,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,48236192,10928
PROP-9492,2,3,1375,Unfurnished,No,Yes,No,No,Open,Yes,Yes,12626625,9183
PROP-9493,2,2,1282,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,14027644,10942
PROP-9494,3,3,1648,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,17979680,10910
PROP-9495,1,1,771,Unfurnished,No,Yes,No,Yes,,Yes,Yes,6679944,8664
PROP-9496,5,6,8877,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,115960251,13063
PROP-9497,2,2,1196,Unfurnished,No,Yes,No,Yes,Open,No,Yes,11184992,9352
PROP-9498,4,5,4322,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,51838068,11994
PROP-9499,2,3,995,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,11437525,11495
PROP-9500,5,5,6089,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,74992124,12316
PROP-9501,3,4,2358,Unfurnished,No,No,No,No,Open,Yes,Yes,21476664,9108
PROP-9502,1,1,622,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,4644474,7467
PROP-9503,4,5,3116,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,No,26676076,8561
PROP-9504,4,4,3170,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,35244060,11118
PROP-9505,3,4,1877,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,20222798,10774
PROP-9506,3,4,2288,Semi-Furnished,No,Yes,No,No,Covered,No,Yes,17816656,7787
PROP-9507,2,2,1087,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,11742861,10803
PROP-9508,3,4,2086,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,25132128,12048
PROP-9509,1,2,761,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,5476156,7196
PROP-9510,3,3,2296,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,27359136,11916
PROP-9511,3,3,2445,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,23298405,9529
PROP-9512,2,3,1349,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,14380340,10660
PROP-9513,3,4,2184,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,18653544,8541
PROP-9514,4,4,3303,Fully Furnished,Yes,No,No,Yes,Private Garage,Yes,No,35966367,10889
PROP-9515,3,4,2268,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,16810416,7412
PROP-9516,3,3,2411,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,26660838,11058
PROP-9517,3,3,2424,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,No,19537440,8060
PROP-9518,4,4,4472,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,46929168,10494
PROP-9519,3,3,1702,Semi-Furnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,18485422,10861
PROP-9520,5,6,6848,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,75800512,11069
PROP-9521,4,5,4758,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,70860894,14893
PROP-9522,2,2,1286,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,14107420,10970
PROP-9523,5,6,9070,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,120123080,13244
PROP-9524,3,3,2259,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,25411491,11249
